MGI_ID	BACKGROUND	GENE SYMBOL	STRAIN TYPE	TJL #	SPECIES	Std/Nonstd
27548	129,ICR-Vhlh<tm1Bjg>	Vhlh	Targeted mutation	3123		Standard
24521	129-Cd5<tm1Cgn>	Cd5	Targeted mutation	2397		Standard
25468	129-Igh-5<tm1Cgn>	Igh-5	Targeted mutation	2399		Standard
26987	129-Igl-5<tm1Cgn>	Igl-5	Targeted mutation	2530		Standard
29600	129-Rb1<tm1Tyj>-Dst<dt-32J>	Rb1, Dst	Targeted mutation	3513		Standard
7012	129-T<Ae5>	T	Mutant strain			Standard
29014	129-Tdy<m1>	Tdy	Mutant stock			Standard
1233	129-Ter/Ter	Ter	Mutant strain			Standard
30229	129-Wasp<tm1>	Wasp	Targeted mutation	3292		Standard
2845	129-t<w5>	t	Mutant stock			Standard
447	129.A		Congenic			Standard
25082	129.AKR-bs/+	bs	Congenic	385		Standard
573	129.AKR-bs/bs	bs	Congenic			Standard
26610	129.C3H-T-Mgf<Sl-J>	T, Mgf	Congenic			Standard
24732	129.MOLF		Congenic		M. m. domesticus and M. m. molossinus	Standard
30004	129.T		Congenic			Standard
438	129/144		Not Specified			Nonstandard
27882	129/A		Substrain			Standard
25579	129/AoBoyFib		Substrain			Standard
27190	129/Boy		Substrain			Standard
26505	129/Da		Substrain			Standard
24926	129/Fu		Substrain			Standard
28955	129/Olac		Substrain			Standard
26320	129/Orl		Substrain			Standard
1307	129/Pas		Substrain			Standard
28197	129/Pi		Substrain			Standard
27640	129/RcWl		Substrain			Standard
364	129/Rl		Substrain			Standard
1351	129/Rl-p Tyr<c-ch>	Tyr, p	Mutant strain			Standard
1448	129/Rl-p Tyr<c-ch>/p Tyr<c-ch>	Tyr, p	Mutant strain			Standard
30086	129/Rl-p Tyr<c-ch>/p Tyr<c-ch> x M. spretus)F1	p, Tyr	Mutant strain		M. m. domesticus and M. spretus	Standard
26180	129/RlJ		Substrain			Standard
25299	129/Rr-Axin<Fu>+	Axin	Mutant strain	212		Standard
29996	129/RrDgWtRk		Substrain			Standard
27078	129/RrDt		Substrain			Standard
25548	129/RrGa		Substrain			Standard
26424	129/RrJHa		Substrain			Standard
25368	129/RrLac		Substrain			Standard
25882	129/RrSvChr		Substrain			Standard
25606	129/RrSvKt		Substrain			Standard
27752	129/Sm		Substrain			Standard
10691	129/Sv		Substrain			Standard
29379	129/Sv and CD1					Nonstandard
357	129/Sv-A<w>/A<w>	A	Mutant strain			Standard
823	129/Sv-A<y>/A<w>	A	Mutant strain			Standard
26323	129/Sv-A<y>/A<w> +<p> +<Tyr-c>	A, p, Tyr	Mutant strain			Standard
827	129/Sv-A<y>/A<y>	A	Mutant strain			Standard
28242	129/Sv-Ada<tm1Mw>	Ada	Targeted mutation			Standard
26801	129/Sv-Akp2<tm1Sor>	Akp2	Targeted mutation			Standard
27670	129/Sv-Alox5<tm1Fun>	Alox5	Targeted mutation			Standard
26350	129/Sv-Asgr2<tm1Her>	Asgr2	Targeted mutation			Standard
24464	129/Sv-Cdkn1b<tm1Mlf>	Cdkn1b	Targeted mutation			Standard
18950	129/Sv-Chx10<or-J> Spi1<a>/Chx10<or-J> Spi1<a>	Chx10, Spi1	Mutant strain			Standard
27362	129/Sv-Chx10<or-J>/+	Chx10	Mutant strain			Standard
18951	129/Sv-Chx10<or-J>/Chx10<or-J>	Chx10	Mutant strain			Standard
20550	129/Sv-Cryge<Elo>	Cryge	Mutant strain			Standard
25539	129/Sv-Cyp1a2<tm1Gonz>	Cyp1a2	Mutant strain			Standard
26562	129/Sv-Cyp2e1<tm1Gonz>	Cyp2e1	Targeted mutation			Standard
27523	129/Sv-Dhh<tm1Amc>	Dhh	Targeted mutation			Standard
26065	129/Sv-Edn3<tm1Ywa>	Edn3	Targeted mutation			Standard
27301	129/Sv-Ednrb<tm1Ywa>	Ednrb	Targeted mutation			Standard
27996	129/Sv-Fyn<tm1Sor>	Fyn	Targeted mutation			Standard
29044	129/Sv-Gtrosa26<tm1Sor>	Gtrosa26	Targeted mutation	3310		Standard
27206	129/Sv-Inhbb<tm1Jae>	Inhbb	Targeted mutation			Standard
25640	129/Sv-Kcne1<tm1Sfh>	Kcne1	Targeted mutation			Standard
26737	129/Sv-Kit<W-v> Ter	Kit, Ter	Mutant strain			Standard
27578	129/Sv-Kras2<tm1Tyj>	Kras2	Targeted mutation	2674		Standard
30227	129/Sv-Madh3<tm1Par>	Madh3	Targeted mutation	3451		Standard
22380	129/Sv-Mgf<Sl> Cryge<Elo>	Mgf, Cryge	Mutant strain			Standard
744	129/Sv-Mgf<Sl> Cryge<Elo>/Cryge<Elo>	Mgf, Cryge	Mutant stock			Standard
24535	129/Sv-Mos<tm1Ev>	Mos	Targeted mutation			Standard
28370	129/Sv-Mt1<tm1Bri> Mt2<tm1Bri>	Mt1, Mt2	Targeted mutation			Standard
29282	129/Sv-Nog<tm1Amc>	Nog	Targeted mutation	3383		Standard
26352	129/Sv-Ntf5<tm1Jae>	Ntf5	Targeted mutation			Standard
29512	129/Sv-Prlr<tm1Cnp>	Prlr	Mutant strain			Standard
24556	129/Sv-Rb1<tm1Tyj>	Rb1	Targeted mutation			Standard
28217	129/Sv-Rbl1<tm1Tyj>	Rbl1	Targeted mutation			Standard
27675	129/Sv-Rbl2<tm1Tyj>	Rbl2	Targeted mutation			Standard
28671	129/Sv-Smst<tm1Ute>	Smst	Targeted mutation			Standard
27331	129/Sv-Src<tm1Sor>	Src	Targeted mutation			Standard
30142	129/Sv-Ter and BALB/c	Ter				Nonstandard
28211	129/Sv-Trp53<tm1Tyj>	TRP53	Targeted mutation			Standard
28061	129/Sv-Ttr<tm1Wsb>	Ttr	Targeted mutation			Standard
27864	129/Sv-Wnt4<tm1Amc>	Wnt4	Mutant strain			Standard
26873	129/Sv-Yes<tm1Sor>	Yes	Targeted mutation			Standard
29099	129/Sv-t<Ae5>	t	Mutant strain			Standard
29934	129/SvEms-+<Ter>?	Ter	Not Specified			Nonstandard
30091	129/SvEms-+<Ter>?/J	Ter	Not Specified			Nonstandard
1401	129/SvEv		Substrain			Standard
27335	129/SvEv-Atm<tm1Awb>	Atm	Targeted mutation	2753		Standard
30066	129/SvEv-Hprt<bm-2>	Hprt	Mutant strain			Standard
29278	129/SvEv-Rag2/Rag2	Rag2	Mutant strain			Standard
28984	129/SvEv-Tyr<c> p +/+	Tyr, p	Mutant strain			Standard
28983	129/SvEv-Tyr<c> p Bey/+	Tyr, p, Bey	Mutant strain			Standard
29904	129/SvImJ (formerly: 129/Sv-+<p> +<Tyr-c> +<Mgf<Sl-J>/J)	p, Tyr, Mgf	Mutant strain	2448		Standard
233	129/SvSLA		Not Specified			Nonstandard
26134	129/SvSl-Cryge<Elo>/Cryge<Elo>	Cryge	Mutant strain			Standard
1595	129/Tif		Substrain			Standard
29640	129/X1SvJ		Substrain			Standard
26436	129B6F1/J-A<w>/A<wJ>	A	Mutant stock			Standard
26905	129B6F1/J-Lama2<dy>	Lama2	Mutant stock	640		Standard
358	129P1/ReJ		Substrain	1137		Standard
18002	129P1/ReJ-Cacna1s<mdg>	Cacna1s	Mutant strain			Standard
25890	129P1/ReJ-Lama2<dy>	Lama2	Mutant strain	641		Standard
26430	129P1/ReJLac		Substrain			Standard
27537	129P1/ReJLacFib		Substrain			Standard
1996	129P2/Ola		Substrain			Standard
29536	129P2/Ola and C57BL/6					Nonstandard
28319	129P2/OlaHsd		Substrain			Standard
28444	129P2/SvHsd		Substrain			Standard
20	129P3/J		Substrain	690		Standard
26365	129P3/J-A<w>/A<w> p Tyr<c>/p Tyr<c-ch>	a, p, Tyr	Mutant strain			Standard
26859	129P3/J-Apob<tm1Unc>	Apob	Mutant strain	2054		Standard
26150	129P3/J-Lepr<db-2J>	Lepr	Mutant strain			Standard
24402	129P3/J-Lepr<db-3J>/+	Lepr	Mutant strain	709		Standard
26092	129P3/J-Tyr<c>	Tyr	Mutant strain			Standard
27207	129P3/JGa		Substrain			Standard
24794	129P3/JN		Substrain			Standard
24775	129P3/JScr		Substrain			Standard
28081	129P3/JY		Substrain			Standard
1196	129P4/Rr		Substrain			Standard
26603	129P4/RrDgWtRk		Substrain			Standard
811	129P4/RrJ		Substrain			Standard
1997	129P4/RrRk		Substrain	1198		Standard
7650	129S1/Sv-+<Tyr-c> +<p>	Tyr, p	Substrain			Standard
29840	129S1/Sv-+<Tyr-c> +<p>/J	Tyr, p	Mutant strain			Standard
29828	129S1/Sv-+<p> +<Tyr-c>	p, Tyr	Mutant strain			Standard
29858	129S1/Sv-+<p> +<Tyr-c> +<Mgf-Sl-J>	p, Tyr, Mgf	Mutant strain			Standard
2642	129S1/Sv-+<p> +<Tyr-c> +<Mgf-Sl>	p, tyr, mgf	Substrain			Standard
28331	129S1/Sv-+<p> +<Tyr-c> +<Mgf<Sl-J> Mc1r<e>	p, Tyr, Mgf, Mc1r	Mutant strain			Standard
24581	129S1/Sv-+<p> +<Tyr-c> Mgf<Sl-J>/+	p, Tyr, Mgf	Mutant strain	90		Standard
24871	129S1/Sv-+<p> Tyr<c-ch>-Aft	p, Tyr, Aft	Mutant strain	1279		Standard
29990	129S1/Sv-<p > <Tyr-c> <Mgf<Sl-J>>	p, Tyr	Mutant strain			Standard
27481	129S1/Sv-Mgf<Sl-J>	Mgf	Mutant strain			Standard
25952	129S1/Sv-Mgf<Sl-J>+ +<Tyr-c> +<p>/+<Tyr-c> +<p>	Mgf, Tyr, p	Mutant strain			Standard
25409	129S1/Sv-Mgf<Sl-J>/+ +<p> +<Tyr-c>	Mgf, p, Tyr	Mutant strain			Standard
700	129S1/Sv-Mgf<Sl-d>	Mgf	Mutant strain			Standard
530	129S1/Sv-Mgf<Sl>	Mgf	Mutant strain			Standard
30063	129S1/Sv-Mgf<Sl> Cryge<Elo>	Mgf, Cryge	Mutant strain			Standard
29843	129S1/Sv-Mgf<Sl> Cryge<Elo>/Cryge<Elo>	Mgf, Cryge	Mutant strain			Standard
6438	129S1/Sv-Mgf<Sl> Tyr<c> p	Mgf, Tyr, p	Mutant strain			Standard
28554	129S1/Sv-Tyr<c> p	Tyr, p	Substrain			Standard
27275	129S1/SvJ-+<p> +<Tyr-c> +<Mgf-Sl-J>	p, Tyr, Mgf	Substrain			Standard
27412	129S1/SvJ-+<p> +<Tyr-c> +<Mgf-Sl-J> Mc1r<e>	p, Tyr, Mgf, Mc1r	Mutant strain			Standard
20506	129S1/SvJ-Mgf<Sl>/+	Mgf	Mutant strain			Standard
27422	129S1/SvJ-Tyr<c-ch>/Tyr<c>	Tyr	Mutant strain			Standard
30102	129S1/SvSl-Cryge<Elo>/Cryge<Elo>	Cryge	Mutant strain			Standard
28493	129S2/Sv-+<p> +<Tyr-c> +<Mgf<Sl-J>/Pas	p, Tyr, Mgf	Mutant strain			Standard
10767	129S2/SvPas		Substrain			Standard
28670	129S3/SvImJ		Substrain			Standard
28883	129S3/SvImJ (formerly: 129/Sv-+<p> +<Tyr-c> +<Mgf-Sl-J>/J)		Substrain			Standard
29489	129S4/SvJae		Substrain			Standard
30139	129S4/SvJae-Ppara<tm1Gonz>	Ppara	Targeted mutation	3580		Standard
29602	129S4/SvJae-TgN(PRM-Cre)58Og		Transgenic	3328		Standard
29661	129S5/SvEvBrd		Substrain			Standard
30258	129S6/Sv-Mos<tm1Ev>	Mos	Targeted mutation	2722		Standard
11966	129S6/SvEvTac		Mutant strain			Standard
29662	129S7/SvEvBrd-Hprt<b-m2>	Hprt	Mutant strain			Standard
28661	129S8/SvEv-Gpi1<c>	Gpi1, Hprt	Mutant strain			Standard
25803	129S8/SvEv-Gpi1<c> Hprt<b-m2>	Gpi1, Hprt	Mutant strain			Standard
29664	129S8/SvEv-Gpi1<c> Hprt<b-m2>@J	Gpi1, Hprt	Mutant strain			Standard
29959	129S8/SvEv@J-Gpi1<c> Hprt<bm-2>	Gpi1, Hprt	Mutant strain	2027		Standard
29663	129T1/Sv-<p> Tyr<c-ch> Ter/+@Na	p, Tyr	Substrain			Standard
30022	129T2-Ter/Ter	Ter	Mutant strain			Standard
29252	129T2/JEms		Substrain			Standard
1993	129T2/Sv-Ter	Ter	Mutant strain			Standard
27744	129T2/Sv-Ter t/+ +<Tyr-c> +<p>	Ter, t, Tyr, p	Mutant strain			Standard
24664	129T2/Sv-Ter/+	Ter	Mutant strain			Standard
26046	129T2/Sv-Ter/Ter	Ter	Mutant strain			Standard
29251	129T2/SvEms		Substrain			Standard
26530	129T2/SvEms-+<Ter>?	Ter	Mutant strain	2064		Nonstandard
27697	129T2/SvEms-+<Ter>?/J	Ter	Mutant strain	2065		Nonstandard
25416	129T2/SvEmsJ		Substrain			Standard
1835	129T2/SvJ-Ter	Ter	Mutant strain			Standard
27112	129T2/SvJ-Ter/+	Ter	Mutant strain			Standard
29644	129X1/Sv		Substrain			Standard
1725	129X1/Sv-+<Tyr-c> +<p>/J	Tyr, p	Substrain			Standard
1992	129X1/Sv-+<p> +<Tyr-c>	p, Tyr	Substrain			Standard
804	129X1/Sv-+<p> +<Tyr-c> +<Mgf-Sl-J>	p, Tyr, Mgf	Substrain			Standard
1359	129X1/Sv-+<p> +<Tyr-c> +<Mgf-Sl-J> Mc1r<e>	p, Tyr, Mgf, Mc1r	Mutant strain			Standard
27514	129X1/Sv-+<p> +<Tyr-c>/J	p, Tyr	Substrain			Standard
29821	129X1/Sv-A<w>/A<w>	A	Mutant strain			Standard
29833	129X1/Sv-A<y>/A<w> +<p> +<Tyr-c>	A, p, Tyr	Mutant strain			Standard
29930	129X1/Sv-A<y>/A<y>	A	Mutant strain			Standard
29939	129X1/Sv-Akp2<tm1Sor>	Akp2	Targeted mutation	2484		Standard
29803	129X1/Sv-Alox5<tm1Fun>	Alox5	Targeted mutation	2485		Standard
30013	129X1/Sv-Asgr2<tm1Her>	Asgr2	Targeted mutation	2387		Standard
29813	129X1/Sv-Cdkn1b<tm1Mlf>	Cdkn1b	Targeted mutation	3122		Standard
29788	129X1/Sv-Chx10<or-J> Spi1<a>/Chx10<or-J> Spi1<a>	Chx10, Spi1	Mutant strain			Standard
29854	129X1/Sv-Chx10<or-J>/+	Chx10	Mutant strain	395		Standard
30112	129X1/Sv-Chx10<or-J>/Chx10<or-J>	Chx10	Mutant strain			Standard
29853	129X1/Sv-Cryge<Elo>	Cryge	Mutant strain			Standard
29763	129X1/Sv-Cyp1a2<tm1Gonz>	Cyp1a2	Targeted mutation	2909		Standard
29906	129X1/Sv-Cyp2e1<tm1>	Cyp2e1	Targeted mutation	2910		Standard
29991	129X1/Sv-Dhh<tm1Amc>	Dhh	Targeted mutation	2784		Standard
29781	129X1/Sv-Edn3<tm1Ywa>	Edn3	Targeted mutation	2516		Standard
29941	129X1/Sv-Ednrb<tm1Ywa>	Ednrb	Targeted mutation	2517		Standard
30095	129X1/Sv-Fyn<tm1Sor>	Fyn	Targeted mutation	2271		Standard
29876	129X1/Sv-Inhbb<tm1Jae>	Inhbb	Targeted mutation	2323		Standard
29862	129X1/Sv-Kcne1<tm1Sfh>	Kcne1	Targeted mutation	3009		Standard
30096	129X1/Sv-Mos<tm1Ev>					Standard
29975	129X1/Sv-Mt1<tm1Bri> Mt2<tm1Bri>	Mt1, Mt2	Targeted mutation	2211		Standard
29794	129X1/Sv-Ntf5<tm1Jae>	Ntf5	Targeted mutation	2497		Standard
29981	129X1/Sv-Prlr<tm1Cnp>	Prlr	Targeted mutation	3141		Standard
29783	129X1/Sv-Rb1<tm1Tyj>	Rb1	Targeted mutation	2082		Standard
29992	129X1/Sv-Rbl1<tm1Tyj>	Rbl1	Targeted mutation	2988		Standard
30108	129X1/Sv-Rbl2<tm1Tyj>	Rbl2	Targeted mutation	2989		Standard
30008	129X1/Sv-Smst<tm1Ute>	Smst	Mutant strain	3117		Standard
29924	129X1/Sv-Src<tm1Sor>	Src	Targeted mutation	2278		Standard
29795	129X1/Sv-Trp53<tm1Tyj>	Trp53	Targeted mutation	2080		Standard
30081	129X1/Sv-Ttr<tm1Wsb>	Ttr	Targeted mutation	2383		Standard
29923	129X1/Sv-Wnt4<tm1Amc>	Wnt4	Targeted mutation	2866		Standard
29827	129X1/Sv-Yes<tm1Sor>	Yes	Targeted mutation	2280		Standard
194	129X1/SvJ		Substrain			Standard
17629	129X1/SvJ +/+		Substrain			Standard
5992	129X1/SvJ-A<w>/A<w>	A	Substrain			Standard
25585	129X1/SvJ-Col4a3<tm1Dec>	Col4a3	Targeted mutation	2908		Standard
29574	129X1/SvJ-Cstb<tm1Rm>	Cstb	Targeted mutation	3486		Standard
28136	129X1/SvJ-t<h49>/t<h49>	t	Mutant strain	2149		Standard
28017	129X1/SvJ-t<w82>/t<w82>	t	Mutant strain	2148		Standard
27037	19		Strain family			Standard
26795	19/Cam		Substrain			Standard
24400	20		Strain family			Standard
25266	201		Strain family			Standard
28152	201/Rl		Substrain			Standard
204	22A/Or		Not Specified			Nonstandard
27961	3CAMG		Strain family			Standard
12269	3F2					Nonstandard
1306	3H1		F1 hybrid		M. m. musculus	Standard
18688	3H1 or C3H					Nonstandard
29482	3H1-+/Y		Not Specified			Nonstandard
25950	50		Strain family			Standard
24964	58NXL		RI			Standard
25479	58NXL-1/Ty		RI			Standard
25544	58NXL-2/Ty		RI	1771		Standard
24734	58NXL-3/Ty		RI			Standard
27134	58NXL-4/Ty		RI			Standard
27196	58NXL-8/Ty		RI			Standard
27199	615		Strain family			Standard
24520	615/Pbi		Substrain			Standard
279	A		Strain family			Standard
392	A-H2-T18<a>	H2-T18	Substrain			Standard
1531	A-H2-T18<b>/Boy	H2-T18	Substrain			Standard
672	A.AL		Congenic			Standard
29323	A.AL/Ola		Congenic			Standard
604	A.BY		Congenic			Standard
24584	A.BY-H2<b> H2-T18<b>/SnJ	H2, H2-T18	Congenic	140		Standard
18979	A.BY/SnJ		Congenic			Standard
26560	A.BY/SnJ-corn1	corn1	Congenic	1649		Standard
280	A.CA		Congenic			Standard
28273	A.CA-H2<f>	H2	Congenic			Standard
27003	A.CA-H2<f> H2-T18<a>/Sn	H2, H2-T18	Congenic	472		Standard
27263	A.CA/Sn		Congenic			Standard
341	A.SW		Congenic			Standard
27860	A.SW-H2<s> H2-T18<b>/SnJ	H2, H2-T18	Congenic	471		Standard
28527	A.SW/Ola		Substrain			Standard
679	A.SW/Sn		Congenic			Standard
26104	A.SW/SnJ		Congenic			Standard
1718	A.TBR1		Congenic			Standard
1232	A.TH		Congenic			Standard
25676	A.TH-H2<t2>/SfDvEgMob	H2	Congenic	1066		Standard
27756	A.TH/SfDvEgMob		Congenic			Standard
671	A.TL		Congenic			Standard
24838	A.TL-H2<t1>/SfDvEgMob	H2	Congenic	1067		Standard
22013	A.TL-tch/tch	tch	Congenic			Standard
26061	A.TL/SfDvEgMob		Congenic			Standard
26112	A/BAf		Substrain			Standard
27910	A/Bcr		Substrain			Standard
26936	A/Bi		Substrain			Standard
1532	A/Boy		Substrain			Standard
26926	A/Br		Substrain			Standard
27993	A/BrA		Substrain			Standard
256	A/BrAf		Substrain			Standard
25812	A/Ca		Substrain			Standard
21804	A/Cam		Substrain			Standard
26695	A/Cam-2		Substrain			Standard
25328	A/Cbi		Substrain			Standard
27320	A/Crgl		Substrain			Standard
24419	A/Cri		Substrain			Standard
24655	A/Dm		Substrain			Standard
27030	A/Fa		Substrain			Standard
27678	A/Fe		Substrain			Standard
27682	A/Fn		Substrain			Standard
28194	A/G		Substrain			Standard
26558	A/Gr		Substrain			Standard
24659	A/GrFa		Substrain			Standard
27895	A/H		Substrain			Standard
27699	A/Ha		Substrain			Standard
159	A/He		Substrain			Standard
25340	A/HeAnl		Substrain			Standard
27545	A/HeHa		Substrain			Standard
27710	A/HeHan		Substrain			Standard
25893	A/HeIcr		Substrain			Standard
205	A/HeJ		Substrain	645		Standard
27358	A/HeN		Substrain			Standard
255	A/HeNIcr		Substrain			Standard
28238	A/Icr		Substrain			Standard
25141	A/Imr		Substrain			Standard
15	A/J		Substrain	646		Standard
14851	A/J and C57BL/6J					Nonstandard
17805	A/J or C57BL/6J					Nonstandard
898	A/J or M. m. domesticus					Nonstandard
26543	A/J-Crm<J>	Crm	Mutant strain	1545		Standard
25804	A/J-Es10<c-mJ>	Es10	Mutant strain	1425		Standard
25036	A/J-Gdf5<bp-J>/+	Gdf5	Mutant strain	496		Standard
28316	A/J-Re<3J>/+	Re	Mutant strain	1225		Standard
1011	A/J-T<Wis>	T	Mutant strain			Standard
25904	A/J-lgh	lgh	Mutant strain	1498		Standard
30236	A/J<Lp>					Nonstandard
25104	A/JBoy		Substrain			Standard
1438	A/JCrc		Substrain			Standard
24495	A/JOla		Substrain			Standard
28519	A/JOlaHsd		Substrain			Standard
1153	A/JPas		Substrain			Standard
1042	A/JSlc		Substrain			Standard
28143	A/Ki		Substrain			Standard
26548	A/Lac		Substrain			Standard
24590	A/Li		Substrain			Standard
24577	A/Ln		Substrain			Standard
26753	A/Man		Substrain			Standard
27374	A/Mo		Substrain			Standard
27372	A/Ms		Substrain			Standard
28074	A/Mtz		Substrain			Standard
27371	A/Mv		Substrain			Standard
18529	A/N		Substrain			Standard
27364	A/Nga		Substrain			Standard
25295	A/Nimr		Substrain			Standard
27315	A/Ok		Substrain			Standard
25630	A/Ola		Substrain			Standard
26475	A/Orl		Substrain			Standard
365	A/Rl		Substrain			Standard
26619	A/Sf		Substrain			Standard
26618	A/Sg		Substrain			Standard
26621	A/Sm		Substrain			Standard
755	A/Sn		Substrain			Standard
25357	A/SnOla		Substrain			Standard
26624	A/Sp		Substrain			Standard
522	A/St		Substrain			Standard
24728	A/StHa		Substrain			Standard
26628	A/Sx		Substrain			Standard
26182	A/Tr		Substrain			Standard
27246	A/Tru		Substrain			Standard
24615	A/Vi		Substrain			Standard
18578	A/Wy		Substrain			Standard
210	A/WySn		Substrain			Standard
16264	A/WySnA		Substrain			Standard
830	A/WySnJ		Substrain	647		Standard
25763	A/WySnSf		Substrain			Standard
871	A2G		Strain family			Standard
1062	A2G +/+		Substrain			Standard
18044	A2G-Clcn1<adr>/+	Clcn1	Mutant strain			Standard
577	A2G-Clcn1<adr>/Clcn1<adr>	Clcn1	Mutant strain			Standard
25250	A2G/GA		Substrain			Standard
12671	A2G/Lac		Substrain			Standard
26083	A2G/LacEp		Substrain			Standard
27953	A2G/Ola		Substrain			Standard
26569	AA		Strain family			Standard
26570	AB		Strain family			Standard
26002	AB/Bln		Substrain			Standard
25078	AB/GottJena		Substrain			Standard
1237	AB/H		Substrain			Standard
25490	AB/Hum-1		Substrain			Standard
27025	AB/Jena		Substrain	1043		Standard
1239	AB/L		Strain family			Standard
139	ABH		Strain family			Standard
28497	ABH/RijHsd		Substrain			Standard
27168	ABJ		Strain family			Standard
24660	ABJ/Le		Substrain	276		Standard
24684	ABJ/LeJ		Substrain			Standard
120	ABL		Strain family			Standard
410	ABP		Strain family			Standard
27827	ABP.EL-El3<e>	El3	Congenic	2820		Standard
1047	ABP/J		Substrain			Standard
282	ABP/Le		Substrain	4		Standard
379	ABP/LeJ		Substrain			Standard
27170	ABT		Strain family			Standard
27172	ABY		Strain family			Standard
24533	ABY/Sn		Substrain			Standard
1026	ACA		Strain family			Standard
605	ACA/J		Substrain			Standard
24384	ACR		Strain family			Standard
253	ACR/A		Substrain			Standard
26571	AE		Strain family			Standard
828	AE/Wf		Substrain			Standard
266	AE/WfIcr		Substrain			Standard
1551	AEJ		Strain family			Standard
19595	AEJ or M. spretus				M. m. domesticus and M. spretus	Nonstandard
27043	AEJ.LGG-lg<Ga>	lg	Congenic			Standard
111	AEJ/Gn		Substrain			Standard
1966	AEJ/Gn a Gdf5<bp-H>/a Gdf5<bp-H>	Gdf5, a	Mutant strain			Standard
17812	AEJ/Gn or M. spretus				M. m. domesticus or M. spretus	Nonstandard
1965	AEJ/Gn-a	a	Substrain			Standard
18807	AEJ/Gn-a Gdf5<bp-H>	a, Gdf5	Mutant strain			Standard
1582	AEJ/Gn-a Gdf5<bp-H>/a Gdf5<bp-H>	a, Gdf5	Mutant strain			Standard
1631	AEJ/Gn-a Gdf5<bp>/a Gdf5<bp>		Mutant strain			Standard
30105	AEJ/Gn-bd/+	bd	Mutant strain			Standard
301	AEJ/GnJ		Substrain			Standard
1074	AEJ/GnLe		Substrain	199		Standard
25900	AEJ/GnLe-a<e> +/a Gdf5<bp-H>	a, Gdf5	Mutant strain	251		Standard
24621	AEJ/GnLe-a<e>/A<w-J>	a, A	Mutant strain			Standard
967	AEJ/GnRk		Substrain	732		Standard
27939	AEJ/GnRk-Rb(11.14)1Dn	Rb(11.14)1Dn	Chromosome aberration	1099		Standard
29899	AEJ/GnRk-T(10;14)8Rk	T(10;14)8Rk	Chromosome aberration, Translocation	612		Standard
25261	AEJ/GnRk-T(3;12)30Rk	T(3;12)30Rk	Chromosome aberration	1138		Standard
27066	AEJ/GnRk-T(5;8)3Rk	T(5;8)3Rk	Chromosome aberration	1102		Standard
1520	AEJ/RkBc		Substrain			Standard
26573	AF		Strain family			Standard
26392	AFB		Strain family			Standard
26572	AG		Strain family			Standard
26729	AG/Cam		Substrain			Standard
829	AG/CamPa		Substrain			Standard
25629	AIII		Strain family			Standard
24575	AIK		Strain family			Standard
26576	AK		Strain family			Standard
29461	AK-Fr-1b		Not Specified			Nonstandard
26113	AKA		Strain family			Standard
902	AKA/A		Substrain			Standard
25619	AKD2F1/J		F1 hybrid			Standard
24770	AKH		Strain family			Standard
26759	AKI		Strain family			Standard
25687	AKNK		Strain family			Standard
37	AKR		Strain family			Standard
20545	AKR or LFA or LVI					Nonstandard
17669	AKR or SEG				M. m. domesticus or M. spretus	Nonstandard
29829	AKR-B6-H2<b>	H2	Mutant strain	2090		Standard
30085	AKR-B6-H2<b> Fv1<b>	H2, Fv1	Mutant strain	2089		Standard
167	AKR-Fas<lpr>	Fas	Mutant strain			Standard
5751	AKR-Fv1<b>	Fv1	Mutant strain			Standard
432	AKR-Fv4<r>	Fv4	Mutant strain			Standard
12327	AKR-Rb(6.15)1Ald	Rb(6.15)1Ald	Chromosome aberration, Robertsonian			Standard
1652	AKR-X/Y<dom>		Not Specified			Nonstandard
24950	AKR.B6-H2<b>	H2	Congenic			Standard
28229	AKR.B6-H2<b> Fv1<b>	H2, Fv1	Mutant strain			Standard
235	AKR.L-Cha/4Cy		Not Specified			Nonstandard
16635	AKR.L-H2<b> Tgn<cog>	H2, Tgn	Congenic			Standard
25241	AKR.L-H2<b>/1CyTy	H2	Congenic	1094		Standard
26215	AKR.L-H2<oz2>/Cy	H2	Congenic	1095		Standard
28251	AKR.L-H2<oz3>/Cy	H2	Congenic	1096		Standard
27475	AKR.L-Igh-1<a>/CyTy	Igh-1	Congenic	1027		Standard
30015	AKR.L/Ei-Tyr<c	Tyr	Congenic			Standard
28843	AKR.L/Ei-Tyr<c>	Tyr	Congenic			Standard
26102	AKR.M-H2<m> H2-T18<a>/nSn	H2, H2-T18	Congenic	470		Standard
29002	AKR.S-ic<+>	ic	Congenic	1946		Standard
29890	AKR/-Rb(6.15)1Ald	Rb(6.15)1Ald	Mutant strain			Standard
283	AKR/A		Substrain			Standard
13792	AKR/ABom		Substrain			Standard
25938	AKR/Bf		Substrain			Standard
27276	AKR/Boy		Substrain			Standard
114	AKR/Cum		Substrain			Standard
25161	AKR/Fe		Substrain			Standard
401	AKR/Fu		Substrain			Standard
25641	AKR/FuA		Substrain			Standard
757	AKR/FuRdA		Substrain			Standard
26077	AKR/Ha		Substrain			Standard
17305	AKR/Han		Substrain			Standard
13	AKR/J		Substrain	648		Standard
22968	AKR/J or C3H/HeJ					Nonstandard
20414	AKR/J, C58/J or NFS/N					Nonstandard
24689	AKR/J-B2m<tm1Unc>	B2m	Targeted mutation	2450		Standard
1800	AKR/J-Fas<lpr>	Fas	Mutant strain			Standard
